self-learning capability?,Extra-courses did,Taken inputs from seniors or elders,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role,Technical Score,Communication Score,Learning Score,Professional Score,Leadership Score,Personality Score,Career Readiness,Book_Category,Certification_Category,Workshop_Category,Subject_Category,Career_Area,Company_Category
1,0,0,1,0,0,1,3,11,8,1,20,1,8,6.750000000000001,2,3,1,4,1,0
1,0,0,1,1,0,1,3,9,7,1,17,1,7,5.7,1,4,2,1,1,3
0,1,0,0,0,1,0,3,17,9,1,27,2,10,9.55,0,3,1,1,1,3
0,1,1,1,1,0,0,3,6,8,2,16,1,9,4.950000000000001,5,2,3,4,3,1
0,1,0,1,0,0,1,3,18,12,1,31,1,12,10.549999999999999,5,3,2,4,3,4
1,1,0,1,0,1,1,3,2,11,2,15,2,11,4.25,1,3,0,4,3,4
0,0,0,1,1,0,1,3,15,12,0,27,1,12,9.15,2,4,1,3,3,3
0,0,1,0,1,1,0,3,23,13,1,37,2,14,12.950000000000001,6,3,3,0,3,1
0,0,0,0,1,0,0,3,15,10,0,25,1,11,8.65,2,3,3,4,0,4
1,1,0,0,1,0,0,3,12,8,2,22,1,9,7.350000000000001,2,0,2,4,0,3
0,1,0,1,0,0,1,3,6,5,1,12,1,5,4.000000000000001,0,3,1,4,2,0
0,0,0,0,0,0,0,3,12,7,0,19,1,8,6.700000000000001,1,3,2,4,0,3
0,0,1,1,1,0,0,3,19,11,1,31,1,12,10.700000000000001,1,0,3,0,3,3
1,1,1,0,1,1,1,3,14,13,3,30,2,13,9.750000000000002,1,3,2,1,0,3
0,0,1,0,0,1,1,3,17,12,1,30,2,12,10.3,0,3,0,1,1,3
0,0,1,1,1,1,0,3,10,10,1,21,2,11,7.0,3,2,3,4,0,2
0,0,0,0,1,1,0,3,8,5,0,13,2,6,4.75,1,0,1,3,3,3
1,0,0,1,1,0,0,3,13,8,1,22,1,9,7.550000000000001,5,3,3,0,2,2
1,0,1,0,0,1,0,3,12,13,2,27,2,14,8.750000000000002,0,4,1,4,3,3
0,1,0,1,1,1,1,3,11,4,1,16,2,4,5.9,2,4,1,0,1,0
0,1,0,1,0,1,1,3,5,7,1,13,2,7,4.25,2,1,2,0,3,3
1,0,1,1,0,0,1,3,14,12,2,28,1,12,9.150000000000002,1,0,0,4,3,0
1,0,0,0,0,1,1,3,14,7,1,22,2,7,7.8500000000000005,0,3,2,1,3,1
1,0,1,1,1,1,1,3,8,8,2,18,2,8,5.9,5,2,3,2,3,0
0,0,0,0,0,1,1,3,8,8,0,16,2,8,5.5,5,3,1,4,3,3
0,0,1,0,1,1,1,3,10,11,1,22,2,11,7.25,2,3,0,1,3,2
1,1,1,0,0,1,0,3,13,9,3,25,2,10,8.350000000000001,5,4,0,1,3,4
0,1,0,1,1,1,1,3,14,8,1,23,2,8,8.100000000000001,1,3,2,2,1,0
1,1,0,1,0,1,0,3,13,14,2,29,2,15,9.4,0,3,3,3,1,3
0,0,1,0,1,1,1,3,9,4,1,14,2,4,5.1,5,2,2,1,2,0
1,0,0,1,0,1,1,3,22,7,1,30,2,7,11.05,0,4,2,1,3,0
1,0,0,0,1,0,1,3,3,15,1,19,1,15,5.300000000000001,0,2,3,0,3,2
1,1,1,0,0,1,1,3,11,8,3,22,2,8,7.3,6,3,2,4,3,1
0,1,0,1,0,1,0,3,9,5,1,15,2,6,5.35,3,4,2,1,3,0
0,1,1,1,0,1,0,3,13,7,2,22,2,8,7.65,3,1,2,3,0,0
0,1,0,1,1,1,0,3,9,5,1,15,2,6,5.35,3,2,0,3,3,2
1,0,0,1,0,0,0,3,11,6,1,18,1,7,6.250000000000001,6,2,3,4,3,1
1,0,1,1,1,1,0,3,14,14,2,30,2,15,9.800000000000002,5,2,1,0,1,4
1,1,1,0,0,1,1,3,10,11,3,24,2,11,7.6499999999999995,6,3,2,0,2,3
0,0,1,1,0,1,1,3,7,13,1,21,2,13,6.550000000000001,0,4,0,0,3,3
0,0,1,0,1,0,0,3,13,11,1,25,1,12,8.3,1,4,0,1,0,4
0,1,0,0,0,0,1,3,9,10,1,20,1,10,6.45,5,4,0,0,3,4
0,0,0,1,1,1,0,3,12,12,0,24,2,13,8.100000000000001,1,1,2,3,3,1
0,1,0,0,0,0,0,3,14,14,1,29,1,15,9.450000000000001,5,3,2,4,2,1
1,0,1,1,0,0,0,3,11,8,2,21,1,9,6.950000000000001,2,1,2,2,3,3
0,0,0,1,1,1,0,3,15,8,0,23,2,9,8.3,5,3,2,0,1,0
1,1,0,0,1,1,1,3,18,12,2,32,2,12,10.9,1,3,2,3,2,2
1,1,1,1,1,1,0,3,13,7,3,23,2,8,7.8500000000000005,3,4,1,4,3,0
1,1,0,1,1,0,1,3,13,12,2,27,1,12,8.75,3,3,0,4,3,3
0,0,0,0,0,1,1,3,13,4,0,17,2,4,6.5,1,2,2,1,3,4
1,0,1,1,0,1,0,3,19,4,2,25,2,5,9.300000000000002,6,4,3,4,3,3
0,0,0,1,0,0,0,3,18,13,0,31,1,14,10.6,2,4,2,2,2,2
0,1,0,0,0,1,1,3,7,8,1,16,2,8,5.300000000000001,5,2,0,0,3,0
0,0,0,1,1,0,1,3,8,7,0,15,1,7,5.1000000000000005,6,3,2,4,2,0
0,0,0,1,1,0,1,3,16,9,0,25,1,9,8.8,0,2,3,4,0,3
1,0,1,1,0,0,0,3,18,5,2,25,1,6,9.0,4,3,3,2,0,0
0,1,1,0,1,1,1,3,12,12,2,26,2,12,8.500000000000002,2,1,1,4,3,4
0,1,1,0,1,0,1,3,14,14,2,30,1,14,9.650000000000002,6,2,1,1,3,1
0,0,1,1,1,1,1,3,13,9,1,23,2,9,7.95,5,1,0,0,3,0
0,0,0,1,0,0,0,3,11,15,0,26,1,16,8.3,6,3,1,3,3,1
0,0,1,0,1,1,1,3,21,12,1,34,2,12,11.9,6,0,0,1,3,0
0,0,1,1,1,0,0,3,11,5,1,17,1,6,6.000000000000001,1,2,0,4,0,4
1,0,0,1,1,1,0,3,8,15,1,24,2,16,7.45,5,4,2,3,3,0
1,1,0,0,0,0,0,3,7,8,2,17,1,9,5.350000000000001,0,3,3,0,0,4
1,1,1,0,1,1,1,3,5,10,3,18,2,10,5.3999999999999995,0,0,3,1,2,4
0,0,0,0,0,1,0,3,19,10,0,29,2,11,10.400000000000002,0,2,1,1,1,3
1,0,0,0,0,1,1,3,20,10,1,31,2,10,11.0,6,2,3,4,1,4
0,1,0,1,0,1,0,3,15,7,1,23,2,8,8.25,1,3,2,0,1,3
0,1,0,1,1,1,1,3,15,8,1,24,2,8,8.5,2,0,3,0,0,4
1,1,1,0,1,0,0,3,11,5,3,19,1,6,6.4,6,3,0,1,0,4
0,0,0,0,0,1,1,3,10,6,0,16,2,6,5.8,1,3,1,1,3,4
0,0,0,0,1,1,0,3,22,5,0,27,2,6,10.350000000000001,6,4,2,4,3,4
1,1,0,1,1,0,0,3,4,8,2,14,1,9,4.15,1,3,0,0,3,0
0,1,1,0,0,0,1,3,17,15,2,34,1,15,11.100000000000001,2,1,3,0,3,3
0,1,0,1,1,1,0,3,10,7,1,18,2,8,6.25,6,1,1,1,3,4
0,0,0,1,1,0,1,3,13,7,0,20,1,7,7.1000000000000005,6,2,0,2,1,3
0,0,1,1,0,0,1,3,18,9,1,28,1,9,9.799999999999999,0,0,0,1,3,0
1,1,1,1,1,0,0,3,15,11,3,29,1,12,9.5,1,3,0,2,1,4
0,0,1,0,1,1,1,3,11,6,1,18,2,6,6.4,6,2,0,0,3,4
0,1,1,1,1,0,0,3,7,11,2,20,1,12,6.100000000000001,1,2,0,1,3,4
1,0,1,1,1,1,0,3,10,7,2,19,2,8,6.45,1,1,2,2,1,0
0,0,1,1,1,0,1,3,20,4,1,25,1,4,9.35,1,3,3,2,2,1
1,1,1,0,0,0,1,3,22,7,3,32,1,7,11.3,1,3,1,1,0,4
0,1,1,0,0,0,0,3,14,7,2,23,1,8,7.900000000000001,6,1,2,2,3,1
0,1,1,1,0,0,0,3,21,10,2,33,1,11,11.450000000000001,0,0,3,0,2,0
0,0,1,0,0,0,0,3,7,4,1,12,1,5,4.15,1,0,3,0,1,0
0,1,1,0,1,1,0,3,13,9,2,24,2,10,8.15,1,3,3,3,2,3
0,0,0,0,1,1,0,3,16,6,0,22,2,7,8.200000000000001,3,3,2,3,3,0
0,0,0,1,1,1,1,3,15,9,0,24,2,9,8.55,1,0,1,4,2,3
1,0,0,1,0,1,0,3,14,7,1,22,2,8,7.8500000000000005,0,2,0,4,0,4
1,0,0,0,1,0,1,3,15,9,1,25,1,9,8.6,1,3,1,0,3,4
1,1,1,1,1,0,1,3,12,6,3,21,1,6,7.050000000000001,1,3,1,1,3,4
1,1,0,1,1,1,1,3,12,9,2,23,2,9,7.750000000000001,5,1,2,1,2,4
0,1,0,1,1,0,0,3,11,6,1,18,1,7,6.250000000000001,3,1,3,2,3,3
1,0,1,1,1,0,0,3,10,3,2,15,1,4,5.300000000000001,1,0,0,4,1,3
1,1,0,1,1,0,0,3,16,7,2,25,1,8,8.700000000000001,6,0,3,3,3,0
1,0,0,1,0,0,0,3,4,8,1,13,1,9,3.95,5,0,1,4,0,1
1,1,0,1,0,0,1,3,16,12,2,30,1,12,9.950000000000001,0,0,2,4,2,3
1,0,1,1,1,0,1,3,12,10,2,24,1,10,7.850000000000001,0,0,2,0,3,4
1,1,1,0,0,0,1,3,15,11,3,29,1,11,9.5,3,1,3,1,2,1
1,0,0,0,0,0,0,3,3,10,1,14,1,11,4.050000000000001,5,0,1,1,0,1
0,1,0,1,1,0,0,3,12,6,1,19,1,7,6.650000000000001,0,1,3,4,1,3
0,1,0,0,0,0,1,3,12,12,1,25,1,12,8.15,1,3,1,1,2,3
0,0,1,1,1,1,1,3,10,6,1,17,2,6,6.0,3,0,0,0,3,0
0,1,1,1,1,0,1,3,8,8,2,18,1,8,5.750000000000001,3,1,3,2,3,4
0,1,0,1,1,1,0,3,13,3,1,17,2,4,6.45,5,3,3,1,2,0
1,0,0,0,0,1,0,3,8,12,1,21,2,13,6.7,3,2,0,4,3,0
0,1,1,1,1,1,0,3,20,7,2,29,2,8,10.450000000000001,1,2,1,4,0,1
0,0,0,0,1,1,0,3,13,5,0,18,2,6,6.75,2,3,2,0,3,0
0,0,1,1,0,1,0,3,17,8,1,26,2,9,9.3,6,3,3,0,1,3
0,1,1,0,0,0,0,3,19,5,2,26,1,6,9.400000000000002,0,4,0,4,3,4
1,0,0,0,0,0,1,3,11,10,1,22,1,10,7.250000000000001,5,1,3,4,0,0
0,0,1,0,0,0,0,3,19,13,1,33,1,14,11.200000000000001,3,3,2,2,3,2
1,0,1,1,1,0,0,3,14,6,2,22,1,7,7.650000000000001,1,1,3,1,0,2
0,1,0,1,1,1,0,3,12,11,1,24,2,12,8.05,3,3,0,4,1,0
0,1,1,1,1,0,1,3,7,8,2,17,1,8,5.350000000000001,2,0,2,1,1,0
0,0,0,0,0,0,1,3,13,14,0,27,1,14,8.85,3,3,0,4,0,3
1,1,0,0,1,1,0,3,13,12,2,27,2,13,8.9,2,3,1,3,3,0
0,0,0,1,0,0,1,3,15,9,0,24,1,9,8.4,0,4,3,3,3,0
0,0,1,0,1,0,1,3,15,7,1,23,1,7,8.1,0,3,2,3,2,3
0,1,1,0,1,0,0,3,11,6,2,19,1,7,6.450000000000001,3,4,0,0,3,1
1,1,0,0,0,0,0,3,19,5,2,26,1,6,9.400000000000002,1,3,3,0,3,0
0,0,0,0,1,1,1,3,15,15,0,30,2,15,10.05,6,2,0,1,0,1
1,0,0,0,1,0,1,3,14,13,1,28,1,13,9.200000000000001,6,3,2,1,2,4
1,1,0,1,0,0,0,3,12,8,2,22,1,9,7.350000000000001,5,3,0,4,0,2
1,1,0,0,1,1,0,3,15,9,2,26,2,10,8.950000000000001,0,2,1,4,1,3
1,1,0,0,0,1,0,3,9,11,2,22,2,12,7.05,5,3,3,4,2,3
1,1,0,1,1,0,0,3,18,6,2,26,1,7,9.25,3,3,3,3,2,0
1,1,1,1,0,1,1,3,15,12,3,30,2,12,9.9,3,3,1,2,3,1
1,1,0,1,1,1,1,3,14,7,2,23,2,7,8.05,4,3,2,1,3,4
0,0,1,1,0,1,0,3,14,10,1,25,2,11,8.600000000000001,3,1,1,0,3,3
1,0,1,0,0,0,0,3,12,12,2,26,1,13,8.350000000000001,1,3,1,0,3,0
0,0,0,0,1,0,0,3,17,11,0,28,1,12,9.700000000000001,6,3,3,3,3,1
0,0,0,1,1,1,0,3,13,10,0,23,2,11,8.0,4,0,2,1,0,3
1,1,0,1,0,1,1,3,7,13,2,22,2,13,6.750000000000001,3,2,1,3,0,4
1,0,0,1,1,0,0,3,6,9,1,16,1,10,5.000000000000001,0,2,2,4,3,0
1,1,1,1,0,0,1,3,9,10,3,22,1,10,6.85,1,2,1,0,3,0
0,1,1,0,0,0,1,3,10,12,2,24,1,12,7.550000000000001,5,4,1,1,3,4
0,0,0,1,0,1,0,3,17,7,0,24,2,8,8.850000000000001,6,3,1,1,3,4
1,0,0,1,1,1,1,3,12,5,1,18,2,5,6.550000000000001,6,0,2,0,3,1
1,0,0,1,1,0,0,3,20,9,1,30,1,10,10.6,6,4,3,1,1,3
1,1,1,0,1,0,1,3,17,12,3,32,1,12,10.55,0,0,3,1,1,3
0,0,0,1,0,1,1,3,13,6,0,19,2,6,7.0,0,4,2,3,0,1
1,0,1,0,0,0,0,3,15,8,2,25,1,9,8.55,3,3,3,0,0,0
0,1,1,1,1,1,0,3,9,8,2,19,2,9,6.3,0,3,3,1,0,3
0,1,1,1,1,0,0,3,10,7,2,19,1,8,6.300000000000001,1,1,0,1,3,0
0,1,1,1,1,1,0,3,8,7,2,17,2,8,5.65,1,3,1,4,0,4
1,1,1,1,0,1,1,3,17,10,3,30,2,10,10.200000000000001,5,3,1,4,1,4
0,1,1,0,1,1,1,3,11,9,2,22,2,9,7.3500000000000005,5,3,2,1,1,0
1,0,0,1,0,0,1,3,14,6,1,21,1,6,7.450000000000001,1,2,1,1,0,2
1,0,0,1,1,1,1,3,20,15,1,36,2,15,12.25,1,3,1,1,3,4
1,0,0,1,1,0,0,3,18,6,1,25,1,7,9.049999999999999,2,3,3,1,3,1
1,1,0,1,0,1,1,3,10,6,2,18,2,6,6.2,5,2,2,4,1,1
1,0,1,0,0,0,0,3,9,12,2,23,1,13,7.15,6,1,3,0,3,3
0,1,1,1,1,0,1,3,18,5,2,25,1,5,9.0,1,0,0,1,3,0
0,1,0,0,0,0,0,3,12,7,1,20,1,8,6.900000000000001,4,1,1,3,2,3
0,0,0,0,0,0,1,3,12,9,0,21,1,9,7.200000000000001,1,3,1,4,2,4
0,1,0,0,0,1,0,3,20,11,1,32,2,12,11.25,2,3,1,3,1,4
0,1,1,1,0,1,0,3,8,13,2,23,2,14,7.15,0,0,0,4,3,0
0,1,1,0,1,1,0,3,9,6,2,17,2,7,5.8,5,3,2,4,3,0
1,1,1,1,0,0,1,3,11,10,3,24,1,10,7.65,6,3,0,0,2,1
1,1,1,1,1,1,1,3,12,12,3,27,2,12,8.700000000000001,0,3,1,2,0,1
1,1,1,0,1,1,1,3,9,9,3,21,2,9,6.749999999999999,1,1,2,2,3,3
0,0,0,1,1,0,0,3,16,12,0,28,1,13,9.55,4,2,1,3,2,1
0,1,1,1,0,1,1,3,13,9,2,24,2,9,8.15,6,4,2,4,3,0
1,0,0,1,1,1,1,3,15,8,1,24,2,8,8.5,6,3,1,1,0,3
1,1,0,0,1,1,0,3,8,12,2,22,2,13,6.9,1,4,0,0,0,3
1,0,0,0,0,0,0,3,6,12,1,19,1,13,5.750000000000001,1,2,0,1,3,1
0,1,0,1,0,0,0,3,18,10,1,29,1,11,10.049999999999999,5,0,2,3,3,0
1,0,0,0,1,0,0,3,14,15,1,30,1,16,9.700000000000001,1,0,0,0,1,1
0,1,0,1,0,0,1,3,15,6,1,22,1,6,7.8500000000000005,0,0,1,4,3,4
0,0,1,0,1,1,1,3,13,11,1,25,2,11,8.450000000000001,1,4,2,1,0,4
1,1,1,0,0,1,0,3,7,6,3,16,2,7,5.2,5,4,1,0,2,4
0,1,1,1,0,1,1,3,12,5,2,19,2,5,6.750000000000001,2,3,2,1,0,4
0,0,1,1,0,0,0,3,11,3,1,15,1,4,5.500000000000001,5,3,3,4,1,3
0,1,0,1,0,1,1,3,16,15,1,32,2,15,10.65,0,3,2,0,3,0
0,0,0,0,0,1,1,3,8,11,0,19,2,11,6.25,2,3,3,0,1,4
1,0,0,0,1,0,0,3,15,5,1,21,1,6,7.6000000000000005,3,2,1,0,2,3
0,1,0,0,0,0,0,3,15,7,1,23,1,8,8.1,6,2,3,1,0,4
0,1,0,1,1,0,0,3,7,14,1,22,1,15,6.650000000000001,1,2,1,4,2,2
1,0,0,1,1,1,0,3,19,13,1,33,2,14,11.350000000000001,2,3,0,0,3,4
0,1,1,0,0,0,1,3,14,10,2,26,1,10,8.650000000000002,6,3,1,4,3,4
0,0,0,0,0,1,0,3,14,5,0,19,2,6,7.15,3,2,2,2,1,3
0,0,1,1,0,0,0,3,17,10,1,28,1,11,9.65,2,3,0,1,3,0
1,1,1,0,1,1,0,3,11,11,3,25,2,12,8.05,2,3,2,1,1,2
1,1,1,1,1,0,0,3,11,12,3,26,1,13,8.15,1,1,0,1,0,2
1,0,0,1,1,0,0,3,14,12,1,27,1,13,8.950000000000001,1,3,1,0,2,0
1,1,1,0,1,1,0,3,18,10,3,31,2,11,10.6,5,3,3,4,3,1
0,0,0,0,0,0,1,3,17,13,0,30,1,13,10.200000000000001,6,3,3,4,3,0
0,1,1,1,0,0,0,3,16,11,2,29,1,12,9.700000000000001,3,1,3,4,2,1
1,1,0,1,1,0,0,3,13,7,2,22,1,8,7.500000000000001,3,2,1,4,3,0
1,0,0,1,1,0,0,3,13,8,1,22,1,9,7.550000000000001,6,0,1,4,1,1
0,0,1,0,0,0,0,3,8,5,1,14,1,6,4.800000000000001,3,4,3,3,1,1
0,0,0,1,0,0,0,3,19,6,0,25,1,7,9.250000000000002,6,2,0,4,3,4
0,1,0,1,1,1,0,3,4,10,1,15,2,11,4.6,6,2,0,4,2,3
1,0,0,1,0,0,1,3,13,14,1,28,1,14,9.049999999999999,3,4,2,0,3,0
1,1,0,0,1,1,1,3,17,6,2,25,2,6,9.000000000000002,0,0,2,2,3,1
1,1,1,0,0,0,0,3,13,14,3,30,1,15,9.45,1,3,1,4,3,4
1,1,1,1,0,1,1,3,9,15,3,27,2,15,8.25,6,2,1,1,3,1
1,1,1,0,1,0,0,3,12,8,3,23,1,9,7.550000000000001,4,2,2,4,3,4
1,0,0,0,0,1,1,3,12,5,1,18,2,5,6.550000000000001,2,3,3,4,3,0
1,0,1,0,0,1,0,3,5,5,2,12,2,6,3.9499999999999997,6,2,1,4,3,0
1,0,0,1,0,1,1,3,13,13,1,27,2,13,8.95,0,4,0,4,2,4
1,1,1,1,0,0,1,3,16,10,3,29,1,10,9.65,1,4,3,0,2,1
0,1,0,1,0,0,0,3,17,7,1,25,1,8,8.9,4,4,2,3,1,0
0,1,0,0,1,1,0,3,17,4,1,22,2,5,8.3,6,2,3,4,3,3
0,1,0,1,0,0,1,3,17,3,1,21,1,3,7.900000000000001,6,3,0,4,0,4
1,0,0,0,1,1,0,3,7,5,1,13,2,6,4.550000000000001,3,0,2,1,3,3
1,0,1,1,0,0,0,3,11,12,2,25,1,13,7.950000000000001,1,3,0,1,1,0
0,0,0,0,1,1,0,3,16,8,0,24,2,9,8.700000000000001,0,3,3,3,3,1
0,1,0,0,0,0,1,3,18,5,1,24,1,5,8.799999999999999,1,2,2,1,3,1
1,1,1,1,1,1,1,3,14,6,3,23,2,6,8.000000000000002,3,2,1,1,0,2
0,0,0,1,0,1,0,3,9,15,0,24,2,16,7.6499999999999995,2,3,1,0,3,4
1,0,1,0,0,0,0,3,13,7,2,22,1,8,7.500000000000001,2,3,3,0,0,3
1,1,1,1,0,0,1,3,22,4,3,29,1,4,10.55,3,3,0,0,0,4
1,0,0,1,0,0,1,3,11,11,1,23,1,11,7.500000000000001,5,3,3,4,0,1
1,0,1,1,1,0,1,3,23,5,2,30,1,5,11.000000000000002,3,3,3,3,3,3
0,1,1,1,0,1,0,3,14,12,2,28,2,13,9.300000000000002,0,3,2,1,3,3
0,0,0,0,0,1,1,3,19,11,0,30,2,11,10.650000000000002,1,1,1,1,1,1
0,1,1,1,0,0,0,3,20,6,2,28,1,7,10.05,1,2,1,1,0,0
1,0,1,1,1,0,1,3,8,9,2,19,1,9,6.000000000000001,0,1,0,4,0,0
0,1,0,1,0,1,0,3,2,10,1,13,2,11,3.8,1,3,1,0,0,1
1,0,1,0,1,0,1,3,11,8,2,21,1,8,6.950000000000001,1,2,1,4,3,3
0,1,0,0,1,1,0,3,7,6,1,14,2,7,4.800000000000001,3,3,3,0,0,1
1,0,0,0,1,1,0,3,14,5,1,20,2,6,7.3500000000000005,2,3,0,2,0,1
0,0,1,1,1,1,1,3,11,8,1,20,2,8,6.9,5,4,2,4,3,0
1,0,0,1,0,1,1,3,15,4,1,20,2,4,7.5,2,3,3,2,1,3
1,1,0,1,1,1,0,3,11,15,2,28,2,16,8.850000000000001,0,3,2,4,3,4
0,0,0,1,1,1,0,3,10,10,0,20,2,11,6.8,5,2,0,1,2,0
0,0,0,1,0,1,0,3,17,4,0,21,2,5,8.100000000000001,1,1,1,4,3,0
0,0,1,1,1,0,0,3,11,5,1,17,1,6,6.000000000000001,2,2,0,3,3,1
1,0,0,0,1,0,0,3,14,8,1,23,1,9,7.950000000000001,3,3,3,4,3,2
1,0,1,1,0,0,1,3,11,8,2,21,1,8,6.950000000000001,1,2,2,2,2,0
0,0,1,1,0,0,1,3,4,7,1,12,1,7,3.7,3,3,1,3,3,1
0,1,1,1,1,0,0,3,10,14,2,26,1,15,8.05,5,2,3,4,1,2
0,0,0,1,1,0,0,3,5,13,0,18,1,14,5.4,2,2,3,3,2,3
1,1,0,0,1,0,0,3,13,13,2,28,1,14,9.0,4,3,2,1,3,1
1,1,1,1,0,1,0,3,18,12,3,33,2,13,11.1,5,3,2,1,3,3
0,0,1,1,1,0,0,3,19,7,1,27,1,8,9.700000000000001,2,2,2,4,2,0
0,0,0,1,0,0,0,3,7,8,0,15,1,9,4.950000000000001,3,0,0,0,3,0
1,1,0,1,0,1,1,3,18,12,2,32,2,12,10.9,6,3,0,4,2,1
0,1,1,1,1,1,1,3,19,10,2,31,2,10,10.800000000000002,5,4,0,0,1,4
0,1,0,0,0,0,0,3,11,9,1,21,1,10,7.000000000000001,2,3,1,2,3,1
0,1,1,1,1,0,0,3,12,11,2,25,1,12,8.100000000000001,2,2,1,2,1,4
1,0,0,0,1,1,1,3,19,4,1,24,2,4,9.100000000000001,6,1,3,1,2,3
1,0,0,0,1,0,0,3,17,14,1,32,1,15,10.65,3,3,0,4,2,0
1,1,1,0,0,1,0,3,10,8,3,21,2,9,6.8999999999999995,5,3,1,4,0,3
0,0,1,0,1,1,1,3,15,8,1,24,2,8,8.5,4,0,0,1,0,0
1,1,1,0,0,1,1,3,9,9,3,21,2,9,6.749999999999999,1,2,3,1,0,4
1,0,1,1,1,1,1,3,7,8,2,17,2,8,5.500000000000001,2,3,1,0,2,2
1,1,0,1,0,0,0,3,15,12,2,29,1,13,9.55,0,4,2,1,3,3
1,0,1,1,1,0,0,3,16,6,2,24,1,7,8.450000000000001,5,3,2,1,0,0
1,1,1,0,0,1,0,3,11,12,3,26,2,13,8.3,0,3,0,2,3,0
0,1,0,0,0,1,0,3,14,8,1,23,2,9,8.100000000000001,4,3,1,1,0,3
0,1,1,1,1,1,0,3,12,9,2,23,2,10,7.750000000000001,1,4,2,1,3,4
1,1,1,1,0,0,1,3,12,13,3,28,1,13,8.8,6,3,2,4,3,0
1,1,1,1,0,0,1,3,10,10,3,23,1,10,7.25,6,1,1,1,0,4
0,0,1,0,1,0,0,3,9,10,1,20,1,11,6.45,6,3,1,1,1,2
0,1,1,0,1,1,0,3,20,11,2,33,2,12,11.450000000000001,6,3,2,3,2,2
0,0,0,0,0,0,1,3,11,8,0,19,1,8,6.550000000000001,3,1,3,1,3,4
0,0,0,0,1,0,1,3,15,9,0,24,1,9,8.4,0,2,1,1,2,0
0,1,1,1,0,0,1,3,16,9,2,27,1,9,9.200000000000001,3,2,3,1,0,1
1,0,0,1,1,1,1,3,13,8,1,22,2,8,7.7,3,0,3,1,0,2
1,0,0,1,0,0,1,3,5,8,1,14,1,8,4.3500000000000005,3,3,0,1,1,0
0,0,1,1,1,0,1,3,18,12,1,31,1,12,10.549999999999999,5,3,2,4,3,1
1,0,0,1,1,0,1,3,20,11,1,32,1,11,11.1,2,3,2,0,1,0
0,1,0,1,1,1,0,3,16,6,1,23,2,7,8.4,0,2,0,4,2,3
1,1,1,0,0,1,0,3,12,8,3,23,2,9,7.7,2,3,1,0,1,0
1,1,1,0,1,1,1,3,7,9,3,19,2,9,5.95,2,3,1,4,1,0
0,1,1,0,1,0,1,3,16,12,2,30,1,12,9.950000000000001,5,4,2,1,2,3
0,0,0,1,1,1,0,3,16,11,0,27,2,12,9.450000000000001,2,2,1,3,3,0
1,0,1,0,0,0,0,3,13,10,2,25,1,11,8.25,6,1,2,0,3,0
0,1,0,1,0,1,0,3,11,13,1,25,2,14,8.15,1,4,1,0,1,0
1,1,1,1,1,0,0,3,12,12,3,27,1,13,8.55,6,0,0,0,3,3
0,0,0,0,1,0,1,3,16,13,0,29,1,13,9.8,1,3,1,1,3,0
0,0,1,1,1,0,1,3,17,11,1,29,1,11,9.9,1,2,2,1,0,1
1,1,1,0,1,1,0,3,10,13,3,26,2,14,8.15,0,3,3,1,3,1
1,1,1,0,1,0,1,3,12,12,3,27,1,12,8.55,1,3,0,0,3,4
0,1,0,0,0,0,0,3,15,12,1,28,1,13,9.35,3,2,0,4,3,0
0,1,1,0,0,1,1,3,9,12,2,23,2,12,7.3,5,3,1,1,1,2
1,0,1,0,0,0,0,3,8,5,2,15,1,6,5.000000000000001,3,3,1,1,0,1
0,1,1,0,1,1,0,3,17,13,2,32,2,14,10.750000000000002,1,3,3,1,0,0
0,1,0,0,0,0,0,3,7,10,1,18,1,11,5.650000000000001,2,4,3,4,1,3
0,0,0,0,0,1,0,3,9,8,0,17,2,9,5.8999999999999995,5,3,0,2,0,0
0,1,1,1,1,0,0,3,22,6,2,30,1,7,10.850000000000001,3,2,3,4,2,0
0,0,0,0,0,0,0,3,6,10,0,16,1,11,5.050000000000001,6,1,1,1,3,0
1,0,0,0,0,0,1,3,10,4,1,15,1,4,5.3500000000000005,1,3,1,4,2,1
1,1,0,0,0,1,0,3,10,12,2,24,2,13,7.7,3,2,3,0,3,0
1,1,1,1,1,1,1,3,5,7,3,15,2,7,4.6499999999999995,3,3,2,1,1,4
0,1,1,0,0,0,0,3,6,11,2,19,1,12,5.700000000000001,5,3,3,0,2,0
0,0,1,0,0,1,1,3,10,12,1,23,2,12,7.5,0,0,3,4,3,3
0,1,0,1,0,1,1,3,12,6,1,19,2,6,6.800000000000001,3,3,2,1,3,1
0,1,1,0,0,0,0,3,11,10,2,23,1,11,7.450000000000001,2,2,2,4,3,4
0,0,1,0,0,0,0,3,16,8,1,25,1,9,8.75,0,2,3,1,3,4
0,1,0,0,1,1,1,3,4,8,1,13,2,8,4.1000000000000005,0,2,3,4,3,3
1,0,0,0,0,0,0,3,17,10,1,28,1,11,9.65,6,3,1,1,3,1
1,0,1,0,0,0,1,3,13,9,2,24,1,9,8.0,2,2,1,0,3,2
1,0,1,0,0,0,1,3,18,14,2,34,1,14,11.25,0,0,1,0,1,3
1,1,1,1,1,1,1,3,7,13,3,23,2,13,6.95,1,3,3,4,0,0
0,0,0,0,1,0,1,3,17,10,0,27,1,10,9.450000000000001,5,4,0,4,3,2
